#{"t_start": 1740379874.6132984, "env_id": "ALE/Breakout-v5"}
r,l,t
8.0,300,1480.668984
3.0,241,1481.36923
7.0,297,1482.135344
8.0,311,1482.90046
6.0,388,1483.883743
1.0,203,1484.323282
7.0,406,1485.351492
11.0,312,1486.147909
11.0,455,1487.283859
6.0,396,1488.305934
3.0,257,1488.973127
7.0,296,1489.862047
7.0,411,1491.016475
7.0,427,1492.134523
7.0,287,1492.843164
0.0,150,1493.144039
5.0,351,1494.042379
1.0,162,1494.453493
4.0,300,1495.193525
8.0,461,1496.413159
6.0,384,1497.383577
11.0,443,1498.561706
6.0,401,1499.507869
5.0,318,1500.32072
7.0,283,1501.031355
7.0,288,1501.787455
11.0,299,1502.538584
8.0,429,1503.626279
2.0,201,1504.093654
11.0,430,1505.237715
0.0,157,1505.583004
5.0,332,1506.437055
5.0,358,1507.280084
3.0,276,1507.942632
5.0,329,1508.769989
11.0,303,1509.53602
7.0,280,1510.232835
11.0,456,1511.423945
6.0,393,1512.439078
8.0,320,1513.3483
6.0,383,1514.320521
7.0,298,1515.058004
6.0,383,1516.016052
4.0,286,1516.704377
5.0,319,1517.485965
5.0,344,1518.399799
1.0,172,1518.847972
1.0,186,1519.245344
2.0,206,1519.733994
1.0,180,1520.150335
2.0,212,1520.659626
7.0,407,1521.6777
7.0,409,1522.737772
3.0,264,1523.395935
6.0,393,1524.351205
6.0,388,1525.311008
11.0,432,1526.508703
8.0,333,1527.413096
7.0,279,1528.110052
5.0,355,1529.005521
6.0,364,1529.965204
2.0,190,1530.452237
5.0,330,1531.319591
5.0,312,1532.158098
4.0,274,1532.838401
7.0,277,1533.549404
11.0,453,1534.697962
6.0,371,1535.651306
6.0,386,1536.710914
1.0,190,1537.144688
6.0,394,1538.151503
6.0,395,1539.177485
7.0,417,1540.210908
3.0,258,1540.799916
4.0,275,1541.509658
7.0,409,1542.554757
7.0,283,1543.289115
3.0,263,1543.910163
6.0,392,1544.917666
4.0,284,1545.65109
5.0,362,1546.617924
3.0,279,1547.362417
1.0,175,1547.728809
2.0,188,1548.20136
1.0,171,1548.597248
3.0,242,1549.211403
5.0,354,1550.243031
4.0,269,1550.89472
6.0,392,1551.88196
3.0,268,1552.516803
7.0,280,1553.186238
3.0,253,1553.790569
7.0,412,1554.872549
11.0,311,1555.637463
6.0,388,1556.56861
7.0,279,1557.286479
6.0,404,1558.280299
3.0,270,1558.91102
7.0,419,1560.052203
7.0,425,1561.125965
7.0,299,1561.827688
11.0,449,1562.982215
10.0,414,1564.068591
3.0,254,1564.721193
5.0,359,1565.578218
6.0,385,1566.538804
7.0,415,1567.578126
11.0,448,1568.749944
3.0,247,1569.417935
7.0,402,1570.466919
6.0,372,1571.461713
7.0,277,1572.113152
7.0,277,1572.967441
4.0,269,1573.708443
11.0,309,1574.525893
11.0,457,1575.659527
5.0,354,1576.576918
4.0,284,1577.217916
11.0,318,1578.00416
3.0,261,1578.61844
6.0,376,1579.58334
3.0,269,1580.242311
5.0,341,1581.077863
7.0,409,1582.135654
3.0,286,1582.869292
6.0,378,1583.814722
3.0,287,1584.488258
6.0,349,1585.431748
9.0,395,1586.408921
1.0,175,1586.839352
1.0,180,1587.271526
1.0,181,1587.748575
2.0,211,1588.301635
1.0,167,1588.687831
0.0,143,1589.050598
0.0,131,1589.36839
5.0,345,1590.209867
1.0,174,1590.616433
2.0,230,1591.20769
1.0,179,1591.626487
5.0,337,1592.535061
2.0,226,1593.065967
1.0,179,1593.466309
4.0,297,1594.217156
2.0,227,1594.752711
4.0,298,1595.474509
2.0,224,1596.011237
2.0,196,1596.508364
5.0,347,1597.425768
7.0,412,1598.457068
8.0,466,1599.629193
6.0,400,1600.6314
11.0,430,1601.840789
3.0,262,1602.463786
7.0,291,1603.185008
7.0,423,1604.291432
11.0,433,1605.481347
7.0,293,1606.21452
0.0,124,1606.523167
5.0,350,1607.411414
1.0,186,1607.822763
2.0,208,1608.386374
3.0,248,1608.965802
4.0,287,1609.760066
11.0,457,1611.056487
5.0,354,1611.956593
3.0,239,1612.540075
8.0,443,1613.678068
11.0,442,1614.845696
2.0,226,1615.366832
3.0,242,1615.955672
7.0,285,1616.622217
6.0,383,1617.599069
3.0,245,1618.186822
5.0,356,1619.066787
3.0,251,1619.677777
8.0,300,1620.498169
1.0,187,1620.95764
4.0,313,1621.814703
6.0,393,1622.831082
6.0,365,1623.785224
1.0,199,1624.296972
3.0,287,1624.994601
1.0,201,1625.487704
1.0,185,1625.939143
8.0,325,1626.775555
5.0,335,1627.582565
1.0,202,1628.046443
4.0,306,1628.780554
1.0,163,1629.164383
3.0,243,1629.841129
2.0,234,1630.411526
7.0,406,1631.483236
3.0,256,1632.103253
5.0,343,1632.935907
5.0,366,1633.910329
7.0,406,1634.965624
11.0,315,1635.738291
7.0,408,1636.765938
11.0,296,1637.522321
2.0,215,1638.056274
7.0,420,1639.062194
7.0,404,1640.153144
8.0,498,1641.440874
3.0,257,1642.035877
2.0,203,1642.502806
5.0,289,1643.207644
4.0,275,1643.886966
7.0,274,1644.598799
3.0,242,1645.199184
11.0,440,1646.337229
7.0,270,1647.033423
7.0,277,1647.764964
3.0,233,1648.322857
6.0,382,1649.291856
2.0,246,1649.869855
2.0,230,1650.408469
4.0,293,1651.151626
4.0,273,1651.859665
4.0,305,1652.611186
4.0,302,1653.353275
0.0,143,1653.675893
1.0,187,1654.110329
1.0,199,1654.592338
0.0,138,1654.895856
4.0,301,1655.646296
4.0,321,1656.47526
7.0,431,1657.53786
4.0,296,1658.288996
4.0,298,1659.083206
5.0,356,1659.995247
3.0,258,1660.680787
4.0,336,1661.59723
4.0,337,1662.442883
0.0,140,1662.81943
1.0,158,1663.222885
5.0,335,1664.105052
0.0,148,1664.464457
7.0,436,1665.678197
8.0,319,1666.758039
8.0,463,1667.988182
2.0,231,1668.532831
11.0,449,1669.843555
11.0,435,1671.030423
7.0,422,1672.174035
11.0,304,1672.929098
11.0,435,1674.114682
3.0,286,1674.879573
7.0,416,1675.91522
5.0,342,1676.759523
7.0,426,1677.796413
11.0,450,1678.991524
7.0,299,1679.724172
3.0,265,1680.352063
7.0,402,1681.399045
7.0,279,1682.067155
2.0,218,1682.56804
11.0,430,1683.653227
1.0,159,1684.014085
2.0,198,1684.548681
6.0,357,1685.462435
3.0,243,1686.100264
7.0,414,1687.155259
4.0,284,1687.855999
7.0,425,1688.903017
7.0,291,1689.634175
4.0,309,1690.397016
0.0,129,1690.695102
4.0,298,1691.472551
2.0,199,1692.00041
0.0,129,1692.277257
0.0,141,1692.613576
3.0,241,1693.181433
5.0,313,1693.988473
6.0,383,1695.012049
7.0,280,1695.713896
0.0,132,1696.048032
9.0,366,1697.017231
4.0,298,1697.718899
7.0,402,1698.774806
8.0,322,1699.561042
3.0,253,1700.178566
7.0,280,1700.92762
3.0,258,1701.548595
11.0,446,1702.720834
5.0,342,1703.63595
5.0,342,1704.570802
7.0,273,1705.457949
5.0,333,1706.310109
6.0,385,1707.313859
1.0,154,1707.66539
5.0,331,1708.506993
3.0,269,1709.152595
7.0,450,1710.329382
3.0,259,1710.946567
7.0,277,1711.663778
3.0,257,1712.281691
3.0,251,1712.87973
3.0,271,1713.525548
11.0,319,1714.29543
7.0,421,1715.396869
11.0,444,1716.542583
6.0,409,1717.577568
7.0,409,1718.601413
3.0,271,1719.240263
5.0,350,1720.12254
5.0,323,1720.998518
3.0,263,1721.687887
5.0,360,1722.56745
6.0,388,1723.578444
7.0,397,1724.658446
0.0,145,1724.982167
0.0,149,1725.359094
7.0,436,1726.526703
0.0,141,1726.838212
4.0,333,1727.722705
4.0,297,1728.461208
0.0,137,1728.760965
7.0,438,1729.931476
8.0,302,1730.702087
2.0,226,1731.240298
8.0,313,1731.993495
7.0,285,1732.742511
6.0,373,1733.659613
4.0,295,1734.493635
11.0,449,1735.62448
5.0,320,1736.477695
4.0,308,1737.264816
6.0,369,1738.166705
7.0,416,1739.228756
3.0,245,1739.854504
7.0,422,1740.941118
4.0,301,1741.692021
7.0,426,1742.766391
3.0,264,1743.379369
7.0,286,1744.068737
8.0,466,1745.299843
7.0,263,1745.979905
5.0,324,1746.777116
1.0,186,1747.207358
2.0,204,1747.756811
1.0,179,1748.166868
3.0,258,1748.785675
0.0,124,1749.092683
3.0,256,1749.781325
3.0,269,1750.420039
11.0,296,1751.18441
7.0,282,1751.934025
2.0,197,1752.437051
6.0,375,1753.438051
11.0,319,1754.201611
11.0,453,1755.38462
6.0,397,1756.34868
3.0,267,1756.967717
1.0,181,1757.436283
3.0,283,1758.109519
7.0,438,1759.171075
11.0,297,1759.917711
9.0,435,1761.046347
7.0,291,1761.753986
11.0,442,1762.924849
3.0,258,1763.599998
4.0,306,1764.340401
11.0,457,1765.492318
11.0,317,1766.298846
3.0,246,1766.930902
3.0,254,1767.604034
4.0,281,1768.297175
7.0,418,1769.360311
4.0,269,1770.025673
7.0,411,1771.092531
7.0,419,1772.208499
7.0,421,1773.322874
4.0,278,1773.995055
7.0,278,1774.690534
11.0,443,1775.778374
8.0,472,1777.011029
7.0,297,1777.70908
6.0,377,1778.650361
7.0,409,1779.773687
11.0,445,1780.894112
4.0,288,1781.618198
7.0,268,1782.336624
4.0,302,1783.103984
6.0,380,1784.065
11.0,435,1785.198784
3.0,246,1785.795778
7.0,430,1786.913881
6.0,371,1787.85374
7.0,428,1788.857561
7.0,283,1789.255461
1.0,209,1789.49663
7.0,292,1789.841838
3.0,242,1790.452395
3.0,264,1791.118773
4.0,301,1791.882806
0.0,132,1792.173394
1.0,162,1792.556482
6.0,384,1793.544616
3.0,245,1794.163439
7.0,422,1795.223592
7.0,430,1796.36187
2.0,237,1796.915841
7.0,415,1798.046846
7.0,428,1799.14643
4.0,283,1799.840613
11.0,437,1800.977902
5.0,322,1801.812432
6.0,369,1802.721544
0.0,158,1803.080712
0.0,135,1803.385244
2.0,236,1803.922341
2.0,218,1804.49112
1.0,198,1804.986703
1.0,195,1805.455072
0.0,126,1805.737397
0.0,141,1806.111775
6.0,375,1807.065373
8.0,293,1807.793941
4.0,315,1808.562215
6.0,371,1809.465478
0.0,145,1809.863513
1.0,159,1810.295176
7.0,427,1811.357611
11.0,458,1812.526735
11.0,435,1813.63069
11.0,445,1814.79331
3.0,258,1815.456088
7.0,297,1816.160376
4.0,273,1816.905333
6.0,399,1817.916661
7.0,417,1819.050297
2.0,204,1819.557095
7.0,287,1820.24744
3.0,256,1820.910623
7.0,401,1821.948821
3.0,250,1822.572256
3.0,243,1823.166405
8.0,306,1823.89869
7.0,422,1825.031915
7.0,404,1826.070083
3.0,251,1826.726475
2.0,220,1827.393925
6.0,393,1828.371562
7.0,412,1829.426752
3.0,264,1830.056714
2.0,215,1830.629539
7.0,273,1831.344422
4.0,297,1832.115929
3.0,250,1832.761368
5.0,356,1833.768416
11.0,451,1835.149213
7.0,271,1835.847615
7.0,415,1836.97256
3.0,257,1837.633716
3.0,264,1838.295673
3.0,243,1838.91108
6.0,378,1839.892202
6.0,387,1840.822457
7.0,405,1841.856002
6.0,371,1842.80133
7.0,292,1843.53278
3.0,263,1844.137747
7.0,287,1844.861798
2.0,212,1845.389256
7.0,429,1846.534815
5.0,338,1847.452593
4.0,332,1848.308184
7.0,426,1849.453032
5.0,365,1850.382096
4.0,289,1851.048316
6.0,392,1852.04613
3.0,257,1852.678497
11.0,304,1853.430301
1.0,170,1853.822272
6.0,394,1854.813493
4.0,313,1855.587058
2.0,212,1856.110084
11.0,433,1857.241624
7.0,273,1857.933234
5.0,358,1858.86204
11.0,434,1860.021673
7.0,298,1860.737
7.0,285,1861.444466
6.0,379,1862.376158
7.0,403,1863.395557
4.0,272,1864.09983
1.0,197,1864.548782
5.0,362,1865.440556
3.0,253,1866.069651
11.0,453,1867.201865
6.0,374,1868.141368
2.0,234,1868.685839
11.0,320,1869.552213
3.0,247,1870.234305
4.0,327,1871.097672
3.0,256,1871.759732
3.0,249,1872.428573
7.0,275,1873.076447
5.0,334,1873.965084
3.0,257,1874.580356
3.0,242,1875.148469
11.0,306,1875.903002
0.0,156,1876.252591
7.0,406,1877.292228
8.0,436,1878.396997
0.0,142,1878.720182
4.0,298,1879.466703
7.0,293,1880.176574
3.0,255,1880.751113
9.0,356,1881.627655
5.0,345,1882.495547
11.0,431,1883.568872
3.0,251,1884.163505
6.0,375,1885.090731
5.0,342,1885.918716
4.0,303,1886.756467
2.0,225,1887.334038
3.0,244,1887.95009
6.0,391,1888.976151
6.0,401,1889.944586
7.0,410,1891.019128
11.0,453,1892.210111
2.0,211,1892.750734
11.0,446,1893.836354
11.0,430,1894.952706
7.0,414,1896.064622
11.0,444,1897.206157
3.0,259,1897.854635
1.0,184,1898.300439
8.0,324,1899.065521
11.0,435,1900.244021
5.0,329,1901.139795
7.0,405,1902.131467
11.0,440,1903.400843
3.0,259,1904.065599
1.0,183,1904.550841
7.0,405,1905.694807
3.0,238,1906.298707
11.0,433,1907.470233
1.0,207,1907.979403
6.0,382,1909.015513
11.0,449,1910.298967
4.0,292,1911.087737
8.0,319,1911.921135
6.0,376,1912.865541
7.0,416,1913.920476
3.0,239,1914.482079
4.0,278,1915.206381
7.0,404,1916.319444
3.0,252,1916.927829
6.0,401,1917.944302
5.0,337,1918.864039
4.0,294,1919.624574
7.0,291,1920.364057
4.0,291,1921.078246
7.0,273,1921.747229
11.0,441,1922.893051
11.0,448,1924.085937
3.0,260,1924.728082
7.0,280,1925.397577
3.0,258,1925.995219
5.0,343,1926.925312
2.0,210,1927.430828
7.0,414,1928.497644
6.0,380,1929.514415
11.0,320,1930.296621
6.0,394,1931.290605
2.0,221,1931.813547
11.0,443,1932.962789
3.0,261,1933.573382
7.0,292,1934.2835
3.0,219,1934.83256
0.0,149,1935.148484
0.0,131,1935.437691
1.0,171,1935.849291
7.0,418,1936.916338
7.0,407,1937.930582
6.0,387,1938.919855
5.0,364,1939.807137
6.0,373,1940.781699
7.0,279,1941.56766
9.0,357,1942.50198
2.0,224,1943.055473
7.0,298,1943.773358
11.0,441,1944.861816
7.0,274,1945.555946
3.0,260,1946.205024
4.0,287,1946.924806
7.0,407,1948.004506
5.0,322,1948.832236
10.0,416,1949.924475
11.0,435,1951.00178
2.0,228,1951.567696
7.0,298,1952.318762
7.0,284,1952.988346
3.0,242,1953.614645
11.0,446,1954.73965
5.0,335,1955.564174
2.0,214,1956.128428
2.0,226,1956.678649
10.0,448,1957.800339
3.0,261,1958.421059
1.0,197,1958.860596
5.0,333,1959.65752
3.0,245,1960.301418
3.0,254,1960.988017
1.0,186,1961.469875
11.0,453,1962.668714
7.0,418,1963.7674
6.0,398,1965.079579
7.0,425,1966.232421
7.0,429,1967.33433
2.0,237,1967.89885
7.0,404,1968.921587
6.0,380,1970.012116
3.0,242,1970.591056
6.0,382,1971.410784
4.0,333,1971.842849
5.0,332,1972.257671
3.0,259,1972.579715
6.0,382,1973.06639
7.0,273,1973.400453
11.0,297,1974.016308
8.0,302,1974.762092
2.0,241,1975.325135
7.0,416,1976.362009
7.0,299,1977.147327
3.0,252,1977.783171
7.0,298,1978.486938
3.0,258,1979.088977
2.0,217,1979.705696
11.0,305,1980.452163
6.0,387,1980.922097
6.0,383,1981.401103
5.0,342,1982.182807
7.0,424,1983.225969
7.0,409,1984.290237
6.0,394,1985.233899
7.0,410,1986.310338
6.0,376,1987.294699
6.0,390,1988.231623
3.0,270,1988.594529
4.0,295,1988.950769
7.0,405,1989.445195
11.0,437,1990.00056
7.0,277,1990.353976
7.0,427,1991.267541
7.0,407,1992.350244
11.0,481,1993.608003
8.0,300,1994.335676
6.0,383,1995.295461
7.0,400,1996.336305
4.0,296,1996.706416
3.0,252,1997.00534
6.0,371,1997.495481
6.0,396,1997.998155
7.0,401,1998.49555
7.0,416,1999.445678
7.0,275,2000.153588
5.0,352,2001.057856
3.0,243,2001.645122
4.0,295,2002.351953
7.0,418,2003.257438
7.0,413,2003.782912
3.0,248,2004.082736
4.0,285,2004.606908
11.0,440,2005.714967
11.0,304,2006.446022
8.0,332,2007.299426
5.0,365,2007.929548
11.0,444,2008.479272
3.0,251,2008.766321
7.0,276,2009.407858
8.0,303,2010.202297
7.0,420,2011.239426
7.0,422,2012.251631
11.0,457,2012.819455
6.0,398,2013.284205
7.0,423,2013.827057
11.0,317,2014.23943
2.0,212,2014.512154
7.0,420,2015.536979
11.0,438,2016.710642
7.0,425,2017.799356
6.0,378,2018.824193
11.0,303,2019.298421
7.0,423,2019.804633
5.0,349,2020.301315
12.0,356,2020.71799
11.0,436,2021.241685
7.0,298,2021.952773
2.0,234,2022.515152
7.0,411,2023.515034
8.0,313,2024.293114
2.0,238,2024.793633
5.0,352,2025.213197
3.0,269,2025.535291
11.0,442,2026.334931
5.0,326,2027.205451
3.0,242,2027.870777
11.0,456,2028.990998
5.0,321,2029.626055
7.0,427,2030.200599
3.0,246,2030.515109
8.0,310,2030.896137
11.0,432,2031.455245
3.0,251,2032.00203
8.0,317,2032.789036
8.0,304,2033.571511
7.0,424,2034.672765
11.0,448,2035.792447
7.0,274,2036.514739
7.0,285,2037.192145
7.0,405,2038.207938
11.0,437,2039.326974
5.0,339,2040.160882
3.0,248,2040.790865
11.0,444,2041.923178
11.0,445,2043.074587
7.0,419,2044.174667
4.0,297,2044.917415
4.0,286,2045.664628
7.0,286,2046.32027
5.0,345,2046.791597
7.0,297,2047.15621
3.0,240,2047.448632
7.0,424,2048.440533
11.0,454,2049.704729
11.0,447,2050.854604
11.0,445,2052.083113
7.0,288,2052.777879
3.0,242,2053.361136
3.0,249,2053.983772
7.0,286,2054.742631
11.0,454,2055.923625
5.0,351,2056.898121
2.0,227,2057.434296
4.0,291,2058.142355
7.0,393,2059.206222
3.0,257,2059.860361
4.0,293,2060.548129
3.0,253,2061.214988
0.0,177,2061.648635
6.0,383,2062.611358
6.0,379,2063.576252
3.0,259,2064.187893
11.0,438,2065.312181
2.0,230,2065.891847
11.0,318,2066.69007
7.0,281,2067.346133
7.0,409,2068.385082
6.0,378,2069.335107
11.0,450,2070.602551
12.0,520,2071.712233
3.0,261,2072.136127
4.0,277,2072.613588
3.0,249,2073.25808
6.0,389,2074.288168
7.0,419,2075.687105
7.0,274,2076.393744
5.0,324,2077.227467
7.0,422,2078.367196
3.0,266,2079.008453
7.0,270,2079.51718
3.0,264,2079.817461
7.0,400,2080.341182
8.0,299,2080.968433
6.0,371,2081.977509
7.0,276,2082.732134
8.0,321,2083.556125
3.0,242,2084.055373
7.0,281,2084.425933
3.0,243,2084.715876
3.0,251,2084.994094
7.0,410,2085.508192
11.0,455,2086.056169
8.0,299,2086.698131
6.0,388,2087.637544
8.0,324,2088.446286
7.0,424,2089.697998
9.0,363,2090.613608
7.0,426,2091.744408
7.0,427,2092.867526
3.0,251,2093.525149
7.0,428,2094.558062
7.0,413,2095.464965
3.0,258,2095.750789
11.0,441,2096.291271
4.0,293,2096.901818
5.0,366,2097.849307
7.0,423,2098.959224
6.0,376,2099.943607
2.0,237,2100.233332
2.0,236,2100.490942
7.0,405,2101.033212
6.0,370,2102.00631
7.0,290,2102.708894
7.0,419,2103.787462
7.0,295,2104.515254
11.0,314,2105.301268
3.0,259,2105.952363
11.0,441,2106.862227
3.0,260,2107.160752
5.0,356,2107.591033
3.0,245,2107.94378
11.0,458,2109.168982
7.0,293,2109.917475
6.0,377,2110.898759
7.0,415,2112.028041
7.0,275,2112.560455
7.0,298,2112.936319
3.0,259,2113.25413
11.0,302,2113.689241
6.0,397,2114.704702
3.0,258,2115.395634
2.0,226,2115.960465
3.0,262,2116.633697
3.0,267,2117.108727
7.0,272,2117.459501
11.0,450,2118.021
8.0,311,2118.409902
7.0,291,2118.735765
11.0,439,2119.435062
3.0,265,2120.085958
11.0,298,2120.870842
1.0,201,2121.329584
5.0,316,2122.120517
7.0,416,2122.909475
5.0,333,2123.302197
6.0,391,2123.789684
3.0,253,2124.116056
4.0,280,2124.467063
9.0,389,2125.015919
11.0,316,2125.844425
8.0,303,2126.593232
3.0,272,2127.300162
9.0,386,2128.312425
6.0,386,2128.820825
3.0,248,2129.141105
11.0,301,2129.508747
4.0,273,2129.835625
11.0,453,2130.418604
6.0,361,2131.146674
6.0,398,2132.136182
1.0,202,2132.621903
7.0,287,2133.391029
7.0,399,2134.476629
7.0,270,2135.173669
7.0,412,2135.753922
7.0,298,2136.102425
11.0,307,2136.457924
6.0,387,2136.931842
7.0,406,2137.458007
11.0,458,2138.677068
11.0,301,2139.449627
11.0,462,2140.611315
11.0,314,2141.086685
7.0,410,2141.611168
2.0,211,2141.876426
7.0,276,2142.241646
4.0,297,2142.592038
1.0,194,2142.838769
7.0,412,2143.766871
7.0,274,2144.582193
3.0,243,2145.193865
7.0,294,2146.019908
8.0,321,2146.826747
7.0,407,2147.773827
7.0,420,2148.280679
7.0,418,2148.795762
11.0,452,2149.404859
11.0,307,2149.833611
4.0,308,2150.527178
7.0,426,2151.658533
3.0,264,2152.280243
8.0,343,2153.141394
7.0,404,2154.192165
7.0,430,2155.301568
3.0,248,2156.000177
3.0,270,2156.650433
11.0,433,2157.259366
11.0,449,2157.864467
7.0,430,2159.110524
7.0,405,2160.484144
3.0,243,2161.219155
6.0,375,2162.145546
7.0,403,2163.250123
6.0,401,2164.247023
7.0,422,2165.351007
11.0,448,2166.5046
7.0,274,2167.203387
4.0,316,2167.957778
6.0,397,2168.999827
7.0,292,2169.76396
7.0,271,2170.452488
6.0,400,2171.449459
3.0,260,2172.078265
7.0,296,2172.816676
2.0,210,2173.34701
3.0,266,2173.989744
11.0,449,2175.210053
3.0,253,2175.837383
7.0,286,2176.560071
1.0,197,2177.017917
6.0,390,2177.678414
7.0,295,2178.033613
7.0,426,2178.905384
11.0,449,2180.133697
6.0,394,2181.148787
7.0,283,2181.938261
9.0,388,2182.935538
8.0,306,2183.70357
5.0,322,2184.563499
3.0,262,2185.191402
2.0,219,2185.7178
3.0,247,2186.376299
4.0,273,2186.69686
11.0,452,2187.31189
7.0,403,2187.794778
11.0,444,2188.326815
3.0,243,2188.621618
7.0,291,2189.348302
9.0,484,2190.598729
3.0,247,2191.27208
2.0,237,2191.82834
7.0,419,2192.953558
3.0,247,2193.572398
0.0,168,2193.96007
11.0,320,2194.732653
2.0,210,2195.27559
0.0,160,2195.567289
7.0,410,2196.059113
3.0,248,2196.35668
6.0,383,2197.063229
4.0,272,2197.748443
6.0,384,2198.755332
7.0,425,2199.826115
7.0,401,2200.870256
11.0,446,2201.99386
6.0,389,2202.64822
11.0,453,2203.233043
3.0,266,2203.667326
11.0,451,2204.82323
7.0,284,2205.562292
11.0,437,2206.710716
11.0,316,2207.191802
4.0,288,2207.532437
7.0,401,2208.153054
7.0,418,2209.260334
3.0,266,2210.01239
7.0,288,2210.833786
5.0,341,2211.556299
6.0,399,2212.060046
7.0,414,2212.58239
11.0,433,2213.132156
5.0,371,2213.599109
3.0,244,2214.100565
2.0,223,2214.672592
1.0,193,2215.142858
11.0,443,2216.296507
7.0,291,2217.013858
6.0,373,2218.043171
6.0,378,2219.045815
11.0,450,2220.31955
8.0,464,2221.541013
7.0,414,2222.578323
7.0,288,2223.311093
4.0,281,2223.993462
3.0,248,2224.608968
7.0,408,2225.657044
4.0,291,2226.402339
11.0,454,2227.445765
7.0,430,2228.000576
7.0,402,2228.603601
11.0,430,2229.751715
7.0,275,2230.461096
11.0,318,2231.236805
8.0,306,2232.002692
9.0,355,2232.892302
7.0,288,2233.641524
6.0,384,2234.616448
8.0,300,2235.388147
11.0,455,2236.530616
11.0,315,2237.283484
9.0,357,2238.198452
7.0,278,2238.930713
1.0,190,2239.380685
3.0,266,2240.036991
6.0,385,2241.06406
7.0,421,2242.165533
5.0,362,2243.060567
2.0,229,2243.614521
8.0,308,2244.357388
11.0,291,2245.063149
6.0,390,2246.063315
2.0,221,2246.579311
11.0,293,2247.32272
6.0,374,2248.324225
4.0,294,2249.032856
11.0,448,2250.250533
7.0,414,2251.397366
3.0,255,2252.069978
3.0,250,2252.674942
2.0,215,2253.212101
5.0,355,2253.797465
7.0,421,2254.331083
3.0,238,2254.618236
8.0,323,2255.354243
3.0,257,2255.978392
11.0,306,2256.783121
4.0,275,2257.459435
3.0,250,2258.15467
11.0,445,2259.291232
9.0,392,2260.281836
7.0,430,2261.394478
7.0,283,2261.812766
11.0,307,2262.190403
7.0,425,2262.78991
7.0,289,2263.516148
6.0,381,2264.481189
11.0,302,2265.225037
5.0,339,2266.06314
7.0,281,2266.396144
5.0,343,2266.80517
3.0,245,2267.089029
6.0,375,2267.566052
11.0,434,2268.13189
7.0,405,2268.978791
7.0,274,2269.811972
7.0,401,2270.912678
7.0,409,2271.992882
3.0,248,2272.579525
3.0,263,2273.227802
7.0,415,2274.293351
7.0,430,2275.321956
4.0,278,2275.667914
7.0,290,2276.020447
5.0,367,2276.671655
6.0,378,2277.704536
7.0,419,2278.848147
6.0,375,2279.822733
3.0,263,2280.460184
4.0,280,2281.156746
11.0,451,2282.301665
3.0,265,2282.924944
7.0,284,2283.642237
11.0,441,2284.842824
7.0,429,2285.939948
6.0,390,2286.912226
6.0,392,2287.990596
6.0,383,2289.049026
5.0,377,2289.977583
6.0,377,2291.025156
11.0,438,2292.366517
3.0,279,2293.045766
3.0,252,2293.700594
7.0,416,2294.746377
1.0,207,2295.262615
11.0,450,2296.411718
7.0,291,2297.11989
11.0,448,2298.29212
11.0,446,2299.45067
3.0,258,2300.078194
2.0,237,2300.640733
7.0,281,2301.373989
3.0,250,2302.039627
5.0,336,2302.904272
3.0,248,2303.50122
7.0,295,2304.260534
3.0,249,2304.851043
5.0,344,2305.736508
11.0,459,2306.892775
4.0,289,2307.618618
3.0,275,2308.29614
2.0,235,2308.876396
4.0,314,2309.661665
5.0,364,2310.535495
7.0,409,2311.668152
7.0,430,2312.789329
6.0,377,2313.813233
4.0,277,2314.4898
2.0,212,2315.048377
11.0,441,2316.243062
3.0,262,2316.926424
1.0,182,2317.449203
11.0,455,2318.680929
7.0,293,2319.413821
3.0,242,2320.027655
7.0,299,2320.750617
3.0,270,2321.452636
7.0,406,2322.458775
5.0,349,2323.390445
4.0,290,2324.07479
3.0,243,2324.688738
7.0,404,2325.750657
11.0,297,2326.508071
7.0,283,2327.237434
7.0,413,2327.918594
7.0,280,2328.259175
5.0,346,2328.693328
7.0,408,2329.241793
8.0,326,2329.688434
6.0,379,2330.63878
7.0,293,2331.368038
4.0,282,2332.043211
7.0,293,2332.793526
3.0,254,2333.413587
3.0,251,2334.013272
7.0,398,2335.004924
5.0,371,2335.968773
9.0,361,2336.887094
7.0,402,2337.948609
3.0,262,2338.647994
11.0,432,2339.771697
11.0,443,2340.876636
11.0,436,2342.039272
7.0,293,2342.755049
7.0,299,2343.518892
3.0,247,2344.139542
7.0,404,2345.246103
11.0,304,2346.049685
4.0,274,2346.738634
8.0,310,2347.507152
7.0,426,2348.630853
3.0,247,2349.27452
2.0,238,2349.859595
5.0,342,2350.754416
7.0,429,2351.842952
4.0,288,2352.62714
7.0,415,2353.701834
7.0,289,2354.410151
8.0,328,2355.238264
11.0,439,2356.357854
7.0,424,2357.410978
7.0,404,2358.436211
7.0,414,2359.507562
11.0,441,2360.624557
7.0,410,2361.648253
7.0,425,2362.68392
7.0,297,2363.445721
6.0,377,2364.389866
7.0,293,2365.097055
8.0,344,2365.930259
7.0,272,2366.574195
7.0,283,2367.304508
6.0,391,2368.267953
2.0,228,2368.793602
4.0,290,2369.596105
7.0,424,2370.692836
7.0,405,2371.739662
11.0,443,2372.963301
2.0,224,2373.480187
6.0,375,2374.429901
3.0,267,2375.051394
7.0,276,2375.783583
7.0,420,2376.864763
3.0,263,2377.524258
11.0,459,2378.698516
9.0,390,2379.664737
3.0,270,2380.298443
3.0,264,2380.984833
3.0,258,2381.680591
