#{"t_start": 1740379874.6132984, "env_id": "ALE/Breakout-v5"}
r,l,t
2.0,237,685.302996
0.0,154,685.476265
0.0,160,685.698607
0.0,171,686.088889
0.0,160,686.489329
2.0,226,687.027806
3.0,278,687.795168
2.0,235,688.405406
2.0,248,688.961811
1.0,184,689.245573
3.0,248,689.530351
11.0,454,690.124435
7.0,289,690.743103
3.0,278,691.453828
4.0,285,692.16478
1.0,206,692.698908
1.0,195,693.142336
0.0,161,693.553348
2.0,237,694.097629
3.0,252,694.75163
6.0,391,695.253635
6.0,375,695.714151
3.0,255,696.009191
2.0,237,696.284185
4.0,298,696.647802
2.0,210,696.895579
2.0,226,697.260867
7.0,430,698.329124
5.0,333,699.175027
2.0,224,699.716694
2.0,219,700.265699
2.0,233,700.833581
2.0,228,701.430971
6.0,395,702.035174
0.0,164,702.233498
3.0,268,702.578045
2.0,224,702.85519
2.0,248,703.134071
0.0,181,703.364363
0.0,170,703.634416
6.0,359,704.423761
2.0,221,704.9399
2.0,217,705.53553
3.0,273,706.28485
2.0,207,706.848325
2.0,222,707.347494
2.0,212,707.860577
2.0,217,708.388111
2.0,211,708.957591
3.0,257,709.648628
3.0,268,710.353448
2.0,226,710.937903
3.0,255,711.61841
3.0,259,712.269607
3.0,262,712.88391
0.0,159,713.16157
3.0,297,713.494963
3.0,271,713.810448
2.0,235,714.097734
0.0,176,714.39265
3.0,297,715.146863
2.0,250,715.79489
2.0,229,716.388575
0.0,155,716.740407
2.0,254,717.370729
2.0,224,717.913481
2.0,238,718.474638
2.0,241,719.071302
2.0,225,719.615004
2.0,244,720.223665
0.0,177,720.632123
3.0,280,721.379031
2.0,212,721.856585
2.0,207,722.394926
0.0,153,722.745701
2.0,234,723.288654
2.0,237,723.866264
2.0,222,724.462492
3.0,271,725.157488
3.0,278,725.840076
2.0,231,726.382974
2.0,239,727.008315
2.0,236,727.571152
6.0,413,728.550387
3.0,240,729.174897
3.0,260,729.774673
3.0,246,730.406377
4.0,276,731.098746
3.0,255,731.693437
6.0,398,732.68297
3.0,268,733.361832
5.0,358,734.258252
7.0,445,735.379068
2.0,255,735.998842
7.0,282,736.703719
5.0,362,737.57692
3.0,281,738.270587
0.0,155,738.647361
2.0,247,739.225557
3.0,290,739.91585
2.0,235,740.470694
2.0,229,741.040515
2.0,233,741.665689
2.0,226,742.274701
2.0,235,742.834836
2.0,215,743.358509
3.0,264,744.022199
2.0,231,744.539032
2.0,221,745.063544
2.0,229,745.600708
2.0,213,746.121248
3.0,248,746.704721
3.0,253,747.316884
2.0,214,747.897531
3.0,278,748.639378
3.0,296,749.471245
2.0,229,750.023398
2.0,232,750.593856
2.0,227,751.143275
2.0,244,751.718631
4.0,348,752.565178
3.0,258,753.187377
5.0,341,753.97768
4.0,291,754.736518
5.0,356,755.601388
2.0,228,756.168506
0.0,162,756.517228
2.0,227,756.781938
2.0,254,757.066787
2.0,252,757.360844
0.0,179,757.581317
0.0,158,757.760301
3.0,284,758.123256
1.0,185,758.338673
7.0,421,759.047096
3.0,268,759.689355
2.0,226,760.232561
3.0,282,760.978874
0.0,178,761.436395
5.0,364,762.510332
1.0,207,763.126511
0.0,155,763.487919
2.0,235,764.052695
0.0,181,764.467087
0.0,158,764.819556
0.0,183,765.287535
0.0,164,765.720813
2.0,239,766.289703
2.0,238,766.882314
2.0,236,767.487474
2.0,247,768.100976
0.0,157,768.478559
3.0,301,769.294379
2.0,229,769.895187
4.0,322,770.71466
2.0,227,771.292028
3.0,271,771.936027
3.0,268,772.592541
4.0,308,773.446353
0.0,178,773.868869
2.0,236,774.49596
0.0,178,774.92321
4.0,329,775.791191
0.0,165,776.171771
8.0,343,777.005262
2.0,220,777.572551
1.0,183,778.028224
5.0,347,778.907421
0.0,170,779.273914
2.0,225,779.792923
2.0,214,780.422387
0.0,178,780.875673
3.0,284,781.666681
3.0,310,782.523232
3.0,284,783.211965
0.0,176,783.681837
2.0,241,784.33022
0.0,165,784.824204
0.0,159,785.203286
3.0,290,785.94653
2.0,246,786.567299
0.0,166,786.948641
0.0,180,787.357218
0.0,173,787.737708
3.0,295,788.483848
2.0,244,789.097401
3.0,294,789.858348
0.0,164,790.263571
0.0,169,790.649617
2.0,240,791.240118
2.0,210,791.738608
0.0,164,792.094892
1.0,208,792.596381
1.0,199,793.065782
1.0,206,793.528714
3.0,255,794.187562
0.0,156,794.588818
2.0,227,795.133554
2.0,225,795.711637
1.0,196,796.159636
3.0,284,796.81634
2.0,210,797.320028
2.0,209,797.846721
2.0,225,798.376975
0.0,166,798.748203
3.0,260,799.348279
2.0,237,799.93089
4.0,300,800.682825
4.0,299,801.435174
2.0,249,802.012786
4.0,352,802.935058
4.0,316,803.774022
3.0,257,804.42776
3.0,257,805.099514
3.0,266,805.734967
5.0,368,806.678938
0.0,168,807.110793
0.0,162,807.494338
3.0,295,808.208951
2.0,240,808.798337
0.0,159,809.167085
7.0,430,810.218332
8.0,336,811.115495
0.0,171,811.51065
2.0,217,812.027563
8.0,486,813.315485
3.0,269,814.007597
2.0,244,814.638885
0.0,164,815.017022
2.0,252,815.608995
0.0,160,815.992918
3.0,302,816.796048
2.0,238,817.379268
3.0,274,818.03976
2.0,228,818.58542
4.0,270,819.28866
1.0,189,819.791471
4.0,335,820.585797
2.0,228,821.155855
6.0,372,822.150046
0.0,157,822.550921
2.0,238,823.127712
6.0,423,824.172551
3.0,274,824.846668
2.0,258,825.477069
2.0,235,826.08806
0.0,165,826.501474
2.0,254,827.113053
0.0,176,827.483652
0.0,176,827.88081
3.0,262,828.543335
0.0,168,828.925442
4.0,329,829.889209
2.0,244,830.493742
3.0,285,831.218501
2.0,250,831.828231
0.0,158,832.195563
0.0,177,832.638345
2.0,198,833.124065
3.0,258,833.739202
2.0,230,834.333738
3.0,270,835.00984
2.0,224,835.529812
5.0,356,836.421579
2.0,207,836.944199
2.0,233,837.502509
2.0,221,838.070858
2.0,218,838.568597
0.0,159,838.922051
3.0,251,839.618353
0.0,179,840.063859
0.0,166,840.450331
2.0,245,841.05712
2.0,250,841.657917
3.0,278,842.325151
4.0,286,842.995247
4.0,287,843.691482
2.0,231,844.242529
6.0,365,845.152534
8.0,466,846.343787
2.0,224,846.872457
2.0,212,847.380002
2.0,221,847.920612
2.0,230,848.451421
2.0,211,849.007467
0.0,150,849.437034
2.0,254,850.032155
3.0,280,850.720183
6.0,399,851.762984
4.0,301,852.520928
7.0,446,853.673249
1.0,185,854.160829
2.0,222,854.70445
5.0,346,855.575631
0.0,175,856.004919
0.0,147,856.349878
1.0,202,856.843565
7.0,423,857.905191
3.0,264,858.557623
2.0,230,859.140157
7.0,428,860.295316
6.0,382,861.312603
3.0,271,861.968576
0.0,171,862.364662
2.0,219,862.967243
2.0,211,863.505145
6.0,392,864.518262
5.0,350,865.380098
4.0,327,866.144285
2.0,247,866.690535
0.0,159,867.07635
1.0,192,867.567093
1.0,202,868.076806
0.0,181,868.454422
2.0,233,869.017787
4.0,305,869.781688
4.0,336,870.694474
2.0,226,871.307061
1.0,195,871.761847
3.0,265,872.374677
7.0,404,873.390601
4.0,283,874.12147
5.0,354,875.014045
0.0,169,875.397827
3.0,284,876.087247
2.0,229,876.66808
6.0,399,877.694969
8.0,437,878.861658
4.0,308,879.667996
3.0,262,880.337703
1.0,207,880.845373
2.0,221,881.408889
2.0,235,881.964676
7.0,433,883.081621
6.0,387,884.068146
2.0,210,884.592832
1.0,177,885.00797
2.0,210,885.52913
3.0,284,886.193188
3.0,271,886.904032
3.0,272,887.573473
8.0,460,888.725714
3.0,234,889.472217
4.0,306,890.409606
2.0,203,890.909881
3.0,276,891.616269
4.0,349,892.467124
3.0,280,893.170406
0.0,176,893.56511
2.0,246,894.167892
3.0,298,894.872438
0.0,177,895.266195
3.0,274,895.956347
0.0,161,896.354219
0.0,158,896.772699
4.0,348,897.609159
2.0,235,898.220928
2.0,247,898.858398
6.0,440,899.972819
4.0,351,901.070321
0.0,169,901.4909
3.0,280,902.240799
3.0,303,902.987931
6.0,380,904.000095
2.0,208,904.542639
3.0,270,905.155647
6.0,401,906.176233
4.0,326,906.951813
0.0,168,907.368806
2.0,241,907.922369
3.0,247,908.50603
3.0,250,909.14024
3.0,251,909.776315
5.0,330,910.582107
6.0,389,911.623933
2.0,231,912.190998
3.0,252,912.842327
2.0,220,913.375427
4.0,312,914.100415
4.0,300,914.921061
7.0,418,915.98724
3.0,242,916.661352
7.0,279,917.353927
8.0,471,918.546116
2.0,219,919.059429
1.0,188,919.520099
3.0,254,920.145423
2.0,207,920.661306
3.0,280,921.339984
5.0,353,922.23807
2.0,215,922.730638
3.0,249,923.358982
2.0,217,923.895264
2.0,231,924.413717
2.0,206,924.902671
3.0,271,925.565856
2.0,203,926.080527
2.0,228,926.656577
2.0,214,927.161449
5.0,345,927.999825
3.0,267,928.684791
2.0,212,929.209086
3.0,265,929.844106
3.0,263,930.477335
4.0,301,931.193079
6.0,422,932.344283
2.0,254,932.965259
5.0,371,933.861668
0.0,174,934.269572
1.0,192,934.715795
2.0,242,935.308954
0.0,154,935.672437
1.0,196,936.168682
1.0,219,936.674964
0.0,157,937.097218
0.0,163,937.47257
0.0,179,937.872413
0.0,171,938.270828
3.0,267,938.921132
2.0,247,939.512582
2.0,217,940.019104
2.0,224,940.516798
5.0,333,941.413799
0.0,179,941.79322
6.0,421,942.929873
2.0,242,943.534172
3.0,301,944.378043
4.0,322,945.175627
0.0,182,945.670948
2.0,247,946.285223
0.0,173,946.71543
3.0,292,947.45069
3.0,270,948.098789
2.0,218,948.663897
3.0,274,949.374291
5.0,357,950.374145
5.0,345,951.235106
2.0,229,951.772954
4.0,313,952.504065
3.0,257,953.128206
2.0,229,953.690368
3.0,257,954.32362
2.0,206,954.82388
6.0,364,955.731972
2.0,226,956.276926
2.0,202,956.776591
4.0,318,957.553207
10.0,596,959.211905
2.0,216,959.697206
2.0,203,960.197701
5.0,343,961.053405
6.0,390,962.004782
2.0,247,962.634899
2.0,251,963.271305
6.0,363,964.166525
3.0,268,964.794094
4.0,282,965.522132
7.0,407,966.561204
5.0,327,967.379505
7.0,418,968.375877
5.0,331,969.233285
4.0,324,970.094098
7.0,409,971.124154
5.0,364,972.064006
2.0,233,972.621346
1.0,200,973.083453
2.0,251,973.676028
2.0,222,974.242187
5.0,342,975.101499
2.0,208,975.601196
6.0,342,976.470854
3.0,253,977.085315
2.0,225,977.627483
2.0,239,978.163204
1.0,197,978.634283
2.0,248,979.266455
8.0,451,980.506994
3.0,254,981.227101
3.0,270,981.820456
2.0,222,982.332538
3.0,286,983.014003
2.0,245,983.596745
2.0,220,984.145886
2.0,227,984.646854
5.0,330,985.433838
2.0,205,985.918685
3.0,260,986.530113
0.0,129,986.807554
2.0,233,987.349396
1.0,187,987.791179
1.0,180,988.187405
2.0,228,988.725427
3.0,249,989.348299
7.0,408,990.365345
3.0,270,991.083802
2.0,221,991.616026
3.0,272,992.241284
3.0,279,992.92075
2.0,208,993.411696
2.0,212,993.922994
2.0,217,994.446076
2.0,210,994.926022
2.0,216,995.470654
2.0,215,995.94929
2.0,230,996.508157
6.0,348,997.386683
4.0,303,998.139713
3.0,261,998.784458
3.0,271,999.442933
4.0,316,1000.206753
3.0,291,1000.909341
2.0,240,1001.521078
0.0,177,1001.903158
2.0,233,1002.4962
2.0,245,1003.044411
3.0,296,1003.775399
0.0,158,1004.183865
1.0,202,1004.680984
0.0,161,1005.06532
1.0,199,1005.580226
2.0,237,1006.125667
9.0,389,1007.160476
6.0,378,1008.167818
2.0,219,1008.683569
2.0,222,1009.274504
3.0,293,1010.160712
2.0,226,1010.703309
6.0,386,1011.647109
2.0,231,1012.222399
0.0,168,1012.597704
2.0,235,1013.168461
2.0,232,1013.771621
5.0,353,1014.617846
0.0,175,1015.034218
0.0,173,1015.456281
5.0,353,1016.364459
3.0,280,1017.020211
4.0,306,1017.771254
1.0,184,1018.250112
0.0,175,1018.703198
1.0,206,1019.155859
7.0,469,1020.393486
1.0,215,1020.869178
3.0,273,1021.552584
2.0,230,1022.116697
4.0,316,1022.95669
1.0,200,1023.453303
1.0,217,1023.982301
4.0,301,1024.786138
1.0,201,1025.274594
4.0,368,1026.204346
1.0,175,1026.635918
3.0,264,1027.259639
1.0,170,1027.660088
2.0,211,1028.153187
5.0,357,1029.074604
6.0,386,1030.046137
7.0,274,1030.696299
7.0,428,1031.744865
7.0,423,1032.776462
8.0,305,1033.694708
7.0,289,1034.568164
2.0,215,1035.223351
6.0,391,1036.181772
2.0,221,1036.750082
6.0,370,1037.665996
3.0,243,1038.29973
0.0,158,1038.63544
3.0,282,1039.349987
7.0,418,1040.45582
3.0,284,1041.132776
0.0,172,1041.571754
0.0,183,1041.993405
0.0,172,1042.39445
0.0,166,1042.767764
0.0,175,1043.215819
5.0,357,1044.122336
0.0,179,1044.519814
2.0,236,1045.098918
2.0,202,1045.610818
6.0,387,1046.536515
3.0,246,1047.145639
6.0,350,1048.0079
2.0,232,1048.556147
2.0,208,1049.100866
3.0,245,1049.734745
5.0,353,1050.667866
7.0,414,1051.699555
3.0,258,1052.295997
4.0,346,1053.105756
3.0,278,1053.823285
5.0,342,1054.66693
7.0,435,1055.74589
11.0,449,1056.886448
8.0,483,1058.166569
0.0,157,1058.575284
2.0,247,1059.136566
0.0,177,1059.535688
6.0,431,1060.714174
0.0,154,1061.122314
3.0,258,1061.763841
4.0,287,1062.560722
5.0,363,1063.507501
5.0,343,1064.387916
2.0,234,1064.963063
1.0,196,1065.438547
7.0,434,1066.609044
0.0,154,1066.981074
4.0,330,1067.78677
5.0,368,1068.676383
3.0,278,1069.44117
2.0,220,1070.134882
5.0,355,1071.085334
2.0,239,1071.709234
6.0,410,1072.776796
5.0,360,1073.670115
2.0,232,1074.235379
1.0,187,1074.680057
2.0,248,1075.281911
2.0,234,1075.834111
4.0,333,1076.672811
0.0,168,1077.07421
2.0,228,1077.628679
2.0,215,1078.170145
3.0,254,1078.792188
2.0,215,1079.317174
6.0,392,1080.310989
1.0,214,1080.785814
6.0,402,1081.884096
1.0,216,1082.362987
6.0,390,1083.352784
2.0,207,1083.858179
3.0,286,1084.562814
0.0,174,1084.922759
4.0,302,1085.711598
3.0,272,1086.413327
0.0,167,1086.791097
2.0,236,1087.362297
4.0,345,1088.209419
6.0,415,1089.202669
0.0,173,1089.592815
3.0,253,1090.184911
5.0,335,1090.996955
4.0,298,1091.753809
2.0,225,1092.274772
2.0,216,1092.791845
2.0,235,1093.390482
3.0,256,1094.046442
2.0,219,1094.564198
2.0,227,1095.072998
2.0,208,1095.54456
3.0,257,1096.18924
1.0,202,1096.670139
4.0,346,1097.531443
2.0,217,1098.03288
2.0,218,1098.645959
2.0,225,1099.153431
5.0,338,1099.979266
2.0,225,1100.525149
2.0,236,1101.119815
6.0,384,1102.175821
5.0,356,1103.089778
2.0,207,1103.61157
1.0,211,1104.111847
2.0,236,1104.664162
3.0,256,1105.297459
2.0,212,1105.849142
2.0,199,1106.355648
2.0,218,1106.910713
3.0,249,1107.578637
4.0,304,1108.318835
2.0,218,1108.828238
2.0,228,1109.405657
7.0,407,1110.469661
1.0,194,1110.914073
1.0,190,1111.330521
1.0,214,1111.872984
2.0,243,1112.488751
2.0,218,1112.995019
5.0,333,1113.821444
2.0,241,1114.41612
2.0,230,1114.993663
3.0,240,1115.579687
2.0,209,1116.132241
2.0,213,1116.663104
3.0,284,1117.352526
4.0,277,1118.040275
4.0,295,1118.787172
2.0,207,1119.287539
2.0,217,1119.829879
2.0,230,1120.4074
2.0,217,1120.976698
5.0,340,1121.817447
6.0,396,1122.777597
3.0,283,1123.491685
0.0,142,1123.799437
6.0,402,1124.792527
1.0,219,1125.307305
0.0,181,1125.736473
2.0,241,1126.287266
4.0,286,1126.976313
2.0,207,1127.46808
2.0,209,1127.956209
2.0,212,1128.466578
2.0,212,1128.964336
2.0,207,1129.532793
3.0,272,1130.355283
2.0,210,1130.864249
3.0,254,1131.486493
6.0,372,1132.421236
3.0,294,1133.143201
3.0,287,1133.89145
4.0,301,1134.707208
2.0,210,1135.204068
3.0,267,1135.875072
2.0,237,1136.433212
3.0,279,1137.130389
3.0,252,1137.759073
2.0,208,1138.250833
3.0,257,1138.894842
2.0,230,1139.458287
3.0,265,1140.120528
2.0,204,1140.614511
6.0,371,1141.578609
2.0,238,1142.129924
3.0,275,1142.77775
2.0,235,1143.35185
6.0,379,1144.2868
1.0,196,1144.695112
2.0,213,1145.198964
2.0,235,1145.784314
2.0,228,1146.336022
3.0,240,1146.919634
5.0,322,1147.712592
1.0,188,1148.176725
8.0,524,1149.551869
2.0,237,1150.128331
0.0,157,1150.517769
0.0,167,1150.893238
0.0,155,1151.242697
0.0,166,1151.675981
3.0,276,1152.414871
3.0,286,1153.113338
2.0,203,1153.601288
3.0,271,1154.281214
3.0,241,1154.878657
3.0,276,1155.556849
4.0,293,1156.321594
4.0,317,1157.120793
7.0,445,1158.253991
5.0,351,1159.147242
3.0,262,1159.805297
5.0,330,1160.6451
3.0,262,1161.286918
2.0,206,1161.763287
2.0,208,1162.259706
2.0,215,1162.770928
3.0,272,1163.458589
4.0,315,1164.185718
2.0,230,1164.833581
0.0,168,1165.363908
0.0,169,1165.832961
2.0,233,1166.555133
6.0,386,1167.495927
7.0,477,1169.430984
0.0,174,1170.156808
2.0,240,1170.864753
6.0,390,1171.958984
4.0,293,1172.767751
3.0,269,1173.529338
1.0,180,1174.058337
2.0,213,1174.732275
5.0,352,1175.796374
2.0,231,1176.476084
3.0,258,1177.280733
4.0,278,1178.232078
4.0,308,1179.065549
5.0,388,1180.063179
2.0,227,1180.599367
3.0,285,1181.266561
3.0,271,1182.057474
3.0,239,1182.759644
5.0,348,1183.632679
5.0,340,1184.591816
1.0,177,1185.012303
0.0,148,1185.323975
7.0,445,1186.574834
3.0,268,1187.202182
7.0,292,1187.872843
5.0,369,1188.820965
1.0,178,1189.311281
2.0,206,1189.874795
2.0,223,1190.428986
1.0,177,1190.865087
3.0,240,1191.506112
3.0,256,1192.173976
4.0,335,1192.985913
4.0,305,1193.78365
2.0,240,1194.389829
0.0,173,1194.773354
3.0,251,1195.457193
0.0,140,1195.775973
1.0,174,1196.176214
5.0,375,1197.128438
6.0,392,1198.104135
2.0,213,1198.641724
8.0,436,1199.76756
4.0,314,1200.582752
3.0,264,1201.257549
3.0,292,1201.952805
1.0,192,1202.417908
3.0,305,1203.120588
2.0,238,1203.703315
5.0,349,1204.584085
2.0,227,1205.109428
4.0,296,1205.817104
1.0,175,1206.218375
1.0,193,1206.661604
2.0,198,1207.147533
4.0,320,1207.908922
5.0,346,1208.837516
4.0,289,1209.537189
2.0,222,1210.073588
3.0,248,1210.763831
3.0,244,1211.365184
5.0,330,1212.260148
2.0,228,1212.802065
5.0,334,1213.806649
2.0,227,1214.496616
2.0,225,1215.221335
3.0,259,1215.870751
3.0,272,1216.53688
4.0,297,1217.301564
1.0,190,1217.718617
1.0,187,1218.130737
2.0,206,1218.623947
2.0,239,1219.181598
5.0,364,1220.10891
3.0,271,1220.762882
0.0,173,1221.145866
3.0,284,1221.822928
1.0,205,1222.336105
4.0,318,1223.180679
3.0,281,1223.906455
1.0,210,1224.367193
7.0,451,1225.512784
4.0,338,1226.339277
0.0,169,1226.726481
3.0,297,1227.406272
2.0,252,1227.954234
5.0,348,1228.862707
1.0,219,1229.359505
3.0,251,1229.950506
3.0,259,1230.553875
4.0,356,1231.425476
1.0,180,1231.86373
5.0,308,1232.656563
2.0,246,1233.27415
3.0,299,1233.960816
3.0,293,1234.685804
1.0,210,1235.183536
4.0,318,1235.953412
2.0,247,1236.5345
5.0,373,1237.458818
3.0,289,1238.139035
4.0,297,1238.854841
5.0,330,1239.68539
3.0,266,1240.340629
5.0,314,1241.188274
4.0,311,1242.005174
2.0,228,1242.587087
7.0,457,1243.765663
10.0,460,1244.967937
2.0,274,1245.682861
5.0,345,1246.528175
1.0,208,1246.989335
2.0,244,1247.578106
0.0,175,1247.964757
3.0,274,1248.608396
0.0,179,1249.033682
0.0,173,1249.581602
0.0,172,1250.05992
0.0,178,1250.493514
2.0,268,1251.138568
1.0,214,1251.611459
1.0,207,1252.095961
0.0,156,1252.487289
1.0,225,1253.000847
1.0,209,1253.596719
5.0,341,1254.603148
0.0,175,1255.09514
2.0,242,1255.826125
0.0,169,1256.286312
0.0,169,1256.8781
7.0,438,1258.176062
2.0,232,1258.688134
2.0,231,1259.224787
3.0,249,1259.835297
2.0,229,1260.348376
1.0,193,1260.778784
1.0,193,1261.219128
1.0,187,1261.709253
3.0,276,1262.362787
3.0,267,1262.964272
3.0,257,1263.587301
3.0,257,1264.252228
4.0,320,1265.036848
2.0,233,1265.599064
2.0,232,1266.192098
2.0,243,1266.738483
0.0,160,1267.091923
2.0,231,1267.65241
3.0,301,1268.327248
4.0,302,1269.083124
3.0,312,1269.850525
0.0,177,1270.255946
5.0,337,1271.070962
1.0,206,1271.559754
4.0,292,1272.266706
5.0,328,1273.111871
3.0,242,1273.697245
1.0,163,1274.126093
5.0,327,1274.973257
3.0,258,1275.585316
6.0,359,1276.493924
6.0,382,1277.466126
1.0,196,1277.926784
4.0,288,1278.668854
1.0,171,1279.065591
2.0,219,1279.570163
2.0,237,1280.141881
0.0,126,1280.448966
1.0,189,1280.886913
6.0,370,1281.84855
6.0,389,1282.781542
2.0,198,1283.262078
4.0,328,1284.05691
0.0,153,1284.407422
1.0,214,1284.901699
2.0,203,1285.359318
3.0,272,1286.060398
2.0,205,1286.569899
3.0,257,1287.191753
3.0,248,1287.77037
5.0,360,1288.696084
1.0,179,1289.094398
3.0,227,1289.64287
3.0,262,1290.303273
2.0,207,1290.797449
11.0,439,1291.914059
2.0,205,1292.410044
7.0,405,1293.402309
11.0,291,1294.147299
7.0,401,1295.193741
3.0,242,1295.797549
11.0,451,1296.930859
3.0,255,1297.531774
5.0,363,1298.451744
7.0,424,1299.537169
5.0,339,1300.35033
3.0,261,1301.032918
2.0,233,1301.615739
3.0,276,1302.294272
0.0,167,1302.67698
2.0,222,1303.203216
3.0,274,1303.905733
4.0,341,1304.755097
3.0,279,1305.540773
2.0,234,1306.115611
2.0,246,1306.959419
2.0,249,1307.673224
2.0,251,1308.290828
3.0,301,1309.007219
2.0,239,1309.72603
4.0,298,1310.475609
6.0,387,1311.459739
4.0,276,1312.161786
7.0,406,1313.237815
7.0,288,1313.946541
8.0,337,1314.760523
3.0,257,1315.406747
0.0,155,1315.783711
3.0,289,1316.472778
6.0,404,1317.505439
3.0,275,1318.126887
1.0,200,1318.571524
11.0,310,1319.336779
7.0,295,1320.041592
7.0,419,1321.167704
7.0,409,1322.186629
7.0,285,1322.844365
7.0,415,1323.910964
6.0,368,1324.819325
2.0,212,1325.339545
2.0,212,1325.831498
1.0,191,1326.31491
2.0,203,1326.810059
0.0,145,1327.110773
2.0,221,1327.659069
5.0,336,1328.507597
1.0,198,1328.945189
6.0,360,1329.835599
3.0,260,1330.457907
3.0,271,1331.120021
5.0,366,1331.994757
3.0,242,1332.553799
1.0,189,1332.979875
4.0,317,1333.726617
2.0,244,1334.31989
3.0,303,1335.046596
2.0,225,1335.624919
3.0,279,1336.341788
1.0,166,1336.749707
11.0,438,1337.913436
6.0,379,1338.815949
11.0,450,1339.983427
7.0,419,1341.041426
11.0,439,1342.202908
6.0,381,1343.141922
11.0,432,1344.190025
11.0,319,1344.988746
5.0,362,1345.888476
7.0,411,1346.944841
3.0,249,1347.60868
2.0,227,1348.138682
7.0,425,1349.182357
11.0,438,1350.309932
1.0,207,1350.807975
1.0,186,1351.237928
3.0,250,1351.843366
1.0,197,1352.281584
5.0,318,1353.045744
6.0,378,1353.984821
0.0,151,1354.355771
6.0,372,1355.306884
6.0,381,1356.235641
2.0,219,1356.747714
7.0,408,1357.719657
1.0,194,1358.141558
6.0,377,1359.142578
2.0,223,1359.661175
2.0,232,1360.222196
2.0,230,1360.764343
0.0,133,1361.035976
3.0,235,1361.614364
5.0,335,1362.475784
1.0,168,1362.886487
5.0,356,1363.732369
1.0,200,1364.191874
2.0,225,1364.707846
1.0,185,1365.172672
2.0,231,1365.756055
2.0,213,1366.272388
0.0,162,1366.697062
2.0,226,1367.202313
4.0,307,1367.994227
4.0,306,1368.747205
4.0,297,1369.553306
0.0,167,1370.045407
4.0,329,1370.83507
3.0,280,1371.524054
3.0,265,1372.152309
2.0,212,1372.637785
4.0,311,1373.3524
5.0,352,1374.19834
4.0,285,1374.898866
7.0,294,1375.587642
3.0,269,1376.248252
5.0,333,1377.133739
7.0,292,1378.190547
3.0,253,1379.027501
3.0,246,1379.777806
7.0,400,1381.122157
6.0,393,1382.408834
11.0,451,1384.294553
7.0,394,1385.718777
6.0,359,1387.06316
3.0,276,1388.016875
3.0,255,1388.673362
3.0,246,1389.350698
7.0,298,1390.08224
6.0,372,1391.040689
5.0,386,1392.002016
4.0,342,1392.882741
5.0,335,1393.691202
1.0,182,1394.110459
5.0,358,1395.020492
1.0,185,1395.443552
2.0,236,1396.010412
3.0,281,1396.725416
2.0,229,1397.26809
3.0,270,1397.927569
7.0,412,1398.996704
3.0,258,1399.632882
5.0,331,1400.50768
1.0,198,1400.949073
1.0,185,1401.382809
5.0,343,1402.274721
3.0,260,1402.902113
0.0,129,1403.210575
2.0,231,1403.785218
2.0,244,1404.34805
1.0,193,1404.801218
2.0,226,1405.371011
4.0,316,1406.112923
0.0,175,1406.518636
2.0,214,1407.071847
5.0,350,1408.020433
2.0,214,1408.489627
7.0,422,1409.59568
7.0,420,1410.70324
3.0,259,1411.358761
7.0,292,1412.148121
1.0,197,1412.685132
5.0,348,1413.512616
1.0,186,1413.979008
2.0,219,1414.595659
2.0,240,1415.349353
0.0,138,1415.652573
7.0,398,1416.84008
8.0,481,1418.125965
0.0,137,1418.407066
7.0,411,1419.481351
4.0,335,1420.314736
5.0,335,1421.256562
1.0,181,1421.708389
3.0,258,1422.35914
8.0,484,1423.672138
1.0,190,1424.197034
2.0,219,1424.752524
1.0,183,1425.225749
6.0,383,1426.247695
3.0,257,1426.910675
1.0,210,1427.372145
0.0,167,1427.753501
0.0,159,1428.172372
0.0,181,1428.58692
0.0,157,1428.921484
2.0,227,1429.559658
2.0,243,1430.354263
1.0,184,1430.793421
5.0,353,1431.724926
7.0,410,1432.826901
6.0,393,1433.782022
3.0,261,1434.401391
3.0,240,1434.978563
1.0,161,1435.346617
0.0,145,1435.665347
0.0,128,1435.954432
3.0,237,1436.516806
1.0,182,1436.942247
6.0,366,1437.842752
2.0,227,1438.433075
0.0,156,1438.80868
0.0,174,1439.242705
2.0,243,1439.82483
3.0,281,1440.54729
2.0,251,1441.167282
3.0,283,1441.907124
3.0,261,1442.600407
11.0,439,1443.916004
11.0,457,1445.096549
7.0,418,1446.13789
5.0,332,1447.018978
8.0,315,1447.827816
3.0,258,1448.450196
7.0,290,1449.150008
2.0,216,1449.665659
1.0,177,1450.091683
7.0,418,1451.093483
0.0,157,1451.448257
9.0,433,1452.605961
1.0,185,1453.013139
9.0,399,1454.044161
6.0,399,1455.032672
6.0,370,1456.006952
3.0,255,1456.632163
2.0,237,1457.16841
11.0,444,1458.290901
3.0,250,1458.865078
3.0,254,1459.54022
8.0,318,1460.309649
3.0,244,1460.861931
0.0,127,1461.150395
1.0,165,1461.556867
1.0,186,1462.005201
1.0,172,1462.41361
7.0,279,1463.11309
7.0,402,1464.191193
11.0,440,1465.371709
5.0,354,1466.243802
7.0,426,1467.310371
7.0,275,1468.003278
11.0,292,1468.796335
7.0,409,1469.813552
3.0,242,1470.412185
6.0,373,1471.363254
5.0,341,1472.255018
7.0,392,1473.306615
8.0,450,1474.505791
11.0,451,1475.616458
11.0,440,1476.719475
8.0,432,1477.790133
7.0,410,1478.873219
7.0,418,1479.941537
