#{"t_start": 1740424077.2655869, "env_id": "ALE/Breakout-ram-v5"}
r,l,t
0.0,120,244.645329
3.0,207,244.870577
0.0,120,245.00472
2.0,195,245.215729
2.0,195,245.429477
1.0,148,245.593244
2.0,180,245.790099
0.0,120,245.923787
0.0,120,246.060909
1.0,166,246.24479
0.0,120,246.379353
3.0,245,246.64431
0.0,121,246.782423
0.0,120,246.916783
1.0,166,247.097429
0.0,120,247.231128
2.0,195,247.44872
2.0,195,247.660001
2.0,195,247.873075
0.0,120,248.006913
2.0,195,248.220841
2.0,178,248.414297
0.0,120,248.545788
12.0,496,249.071488
2.0,179,249.267545
2.0,195,249.477583
2.0,195,249.687774
1.0,148,249.849004
2.0,195,250.059425
3.0,223,250.298832
3.0,223,250.538553
3.0,223,250.778521
0.0,121,250.912545
2.0,179,251.106194
2.0,177,251.29662
2.0,195,251.506762
1.0,148,251.669173
3.0,206,251.89038
0.0,120,252.022176
0.0,120,252.153455
3.0,210,252.382833
0.0,120,252.514493
2.0,195,252.723195
2.0,179,252.917303
1.0,149,253.080687
2.0,195,253.290116
1.0,166,253.469708
2.0,195,253.678282
3.0,223,253.91933
2.0,195,254.129564
3.0,223,254.368571
2.0,196,254.579245
0.0,120,254.712258
2.0,195,254.922777
2.0,195,255.133235
0.0,120,255.264611
2.0,195,255.475965
0.0,120,255.607952
2.0,196,255.819227
1.0,148,255.980436
3.0,227,256.225428
3.0,227,256.467403
2.0,178,256.660649
2.0,195,256.870558
0.0,121,257.004145
3.0,223,257.243289
3.0,210,257.471313
0.0,120,257.605827
2.0,179,257.803627
2.0,195,258.014077
2.0,196,258.224801
0.0,120,258.355855
1.0,148,258.518914
2.0,195,258.72781
2.0,195,258.938107
0.0,120,259.069894
2.0,195,259.281909
3.0,223,259.521668
2.0,195,259.731782
0.0,120,259.863436
1.0,149,260.028499
2.0,195,260.237171
0.0,120,260.369434
2.0,179,260.564084
3.0,210,260.795322
3.0,223,261.033619
3.0,210,261.260677
3.0,210,261.486549
2.0,179,261.682414
2.0,195,261.893265
0.0,120,262.025612
3.0,210,262.252151
2.0,179,262.448192
3.0,210,262.674974
2.0,195,262.884452
0.0,120,263.018607
3.0,210,263.248082
2.0,179,263.441922
2.0,195,263.650873
2.0,179,263.844876
0.0,120,263.97774
0.0,120,264.10974
2.0,196,264.320684
3.0,210,264.547837
3.0,223,264.787423
2.0,177,264.98016
3.0,223,265.218489
3.0,227,265.465601
2.0,179,265.661398
3.0,210,265.889908
1.0,148,266.051214
2.0,195,266.26135
3.0,210,266.490158
12.0,496,267.016319
2.0,195,267.225746
0.0,120,267.357839
1.0,166,267.543168
3.0,208,267.767441
2.0,196,267.978824
0.0,120,268.110262
2.0,195,268.321797
3.0,243,268.58084
2.0,195,268.79109
3.0,223,269.030755
2.0,179,269.226195
2.0,179,269.418478
0.0,120,269.551085
3.0,223,269.958389
0.0,120,270.097266
3.0,207,270.327828
2.0,195,270.54785
0.0,120,270.681176
2.0,195,270.89191
2.0,196,271.103068
2.0,195,271.313581
2.0,195,271.524754
0.0,120,271.658238
2.0,197,271.87133
2.0,195,272.081861
1.0,148,272.242949
0.0,121,272.37729
0.0,120,272.50962
3.0,224,272.752321
3.0,207,272.976351
2.0,195,273.188329
3.0,225,273.430191
3.0,223,273.670278
3.0,223,273.909287
2.0,195,274.121526
3.0,210,274.349114
0.0,120,274.481298
4.0,234,274.731153
2.0,195,274.943938
4.0,290,275.253256
2.0,195,275.46401
2.0,195,275.674418
1.0,148,275.837767
1.0,149,275.999749
2.0,179,276.194258
4.0,253,276.465769
0.0,120,276.599656
2.0,195,276.810891
2.0,195,277.021611
0.0,120,277.153495
1.0,148,277.316332
0.0,120,277.448383
0.0,121,277.58146
1.0,149,277.743785
2.0,196,277.95887
1.0,148,278.121337
1.0,149,278.284656
0.0,120,278.417159
2.0,195,278.629971
0.0,120,278.762353
2.0,195,278.973745
0.0,120,279.106129
3.0,223,279.347958
2.0,195,279.557075
0.0,120,279.690383
3.0,223,279.931908
2.0,195,280.144562
2.0,195,280.35578
2.0,195,280.565127
1.0,149,280.729546
2.0,195,280.940465
3.0,242,281.201073
3.0,223,281.441339
2.0,179,281.634778
0.0,120,281.768391
3.0,210,281.99683
2.0,195,282.208992
2.0,179,282.402483
2.0,179,282.60015
1.0,149,282.763537
0.0,120,282.896469
0.0,120,283.028831
2.0,195,283.242471
3.0,210,283.470484
3.0,210,283.698096
2.0,196,283.910537
1.0,149,284.074711
2.0,179,284.269527
2.0,179,284.464499
2.0,179,284.659664
4.0,293,284.976181
0.0,120,285.108544
0.0,120,285.240704
2.0,179,285.435252
2.0,196,285.648255
3.0,224,285.889235
2.0,195,286.098697
2.0,195,286.309786
2.0,179,286.505762
2.0,179,286.700978
2.0,196,286.912551
3.0,210,287.139083
2.0,180,287.336282
2.0,195,287.54774
2.0,195,287.759309
2.0,179,287.952432
2.0,195,288.16535
2.0,195,288.376928
0.0,120,288.509577
2.0,195,288.720703
0.0,120,288.85502
3.0,225,289.097878
3.0,224,289.340202
0.0,121,289.473052
3.0,224,289.717815
1.0,149,289.880244
0.0,120,290.012746
3.0,225,290.257295
0.0,120,290.390782
0.0,120,290.522928
2.0,195,290.732267
1.0,149,290.896389
2.0,179,291.091196
2.0,179,291.285625
0.0,120,291.417982
2.0,195,291.629648
0.0,120,291.763815
3.0,224,292.005585
3.0,241,292.26458
2.0,179,292.460439
3.0,241,292.72118
4.0,290,293.03322
2.0,195,293.241953
1.0,149,293.405314
3.0,206,293.627935
0.0,120,293.759973
2.0,179,293.954364
2.0,195,294.164715
2.0,179,294.35934
2.0,179,294.554788
6.0,364,294.942323
0.0,120,295.074613
0.0,120,295.207993
2.0,179,295.402719
4.0,293,295.715607
0.0,120,295.847396
2.0,195,296.059214
1.0,148,296.220739
2.0,197,296.43291
0.0,120,296.564841
2.0,179,296.761378
3.0,223,297.00148
2.0,195,297.210344
2.0,195,297.420973
3.0,210,297.655692
0.0,120,297.788113
2.0,179,297.980827
3.0,224,298.221284
3.0,223,298.462992
0.0,120,298.594988
2.0,195,298.806383
2.0,179,299.001638
0.0,120,299.135593
2.0,195,299.34584
2.0,195,299.557994
0.0,120,299.85043
0.0,120,300.008392
2.0,195,300.229347
1.0,148,300.398078
2.0,179,300.597442
0.0,120,300.738874
3.0,224,300.982302
2.0,195,301.19274
4.0,293,301.507951
0.0,120,301.642739
0.0,120,301.775357
2.0,195,301.985247
3.0,210,302.213795
4.0,293,302.528846
3.0,210,302.758816
0.0,120,302.891421
0.0,120,303.023758
2.0,195,303.235134
0.0,121,303.370164
1.0,148,303.532455
3.0,210,303.75961
2.0,195,303.973687
2.0,195,304.18511
6.0,362,304.571436
4.0,292,304.885618
2.0,179,305.083038
2.0,178,305.275751
0.0,120,305.408581
2.0,177,305.602734
0.0,120,305.737655
0.0,120,305.87066
4.0,293,306.185627
2.0,180,306.38162
3.0,210,306.610249
2.0,195,306.822013
0.0,120,306.954532
3.0,223,307.195762
3.0,242,307.457461
2.0,195,307.669734
3.0,224,307.912591
0.0,120,308.045685
2.0,179,308.242568
0.0,121,308.375839
0.0,120,308.508664
0.0,120,308.641549
2.0,195,308.854846
2.0,179,309.050701
2.0,195,309.262792
1.0,149,309.427193
4.0,274,309.723171
0.0,120,309.855628
1.0,148,310.018242
2.0,179,310.213993
2.0,215,310.448356
3.0,207,310.671599
2.0,195,310.883999
0.0,120,311.016649
2.0,195,311.23056
2.0,179,311.426226
3.0,210,311.653404
3.0,223,311.895268
2.0,195,312.11156
1.0,166,312.292473
2.0,195,312.505345
2.0,195,312.718776
1.0,148,312.883789
2.0,195,313.094685
3.0,210,313.323853
0.0,120,313.456723
1.0,149,313.624173
4.0,270,313.91659
2.0,195,314.126671
2.0,179,314.322669
3.0,206,314.54932
2.0,195,314.760529
2.0,195,314.974797
2.0,195,315.187642
2.0,195,315.402082
2.0,196,315.614454
2.0,195,315.825583
2.0,179,316.021568
1.0,148,316.186277
3.0,210,316.415662
3.0,210,316.64434
2.0,195,316.856657
0.0,120,316.991949
2.0,179,317.18886
2.0,195,317.400484
0.0,120,317.533735
2.0,195,317.748518
0.0,120,317.881419
2.0,180,318.081565
4.0,293,318.399786
2.0,196,318.614497
3.0,210,318.8431
1.0,166,319.024345
2.0,195,319.23672
1.0,166,319.420082
2.0,195,319.63064
2.0,195,319.845003
3.0,223,320.09022
4.0,289,320.408829
2.0,179,320.608484
0.0,120,320.745257
3.0,210,320.97418
0.0,120,321.114713
4.0,293,321.434573
2.0,195,321.64809
1.0,148,321.814076
3.0,210,322.051118
2.0,195,322.266661
2.0,195,322.480743
2.0,195,322.696975
2.0,195,322.920997
0.0,120,323.060551
2.0,179,323.261377
0.0,120,323.397396
2.0,195,323.614144
2.0,179,323.810966
3.0,210,324.041076
3.0,207,324.265332
3.0,223,324.509574
2.0,195,324.722774
0.0,120,324.856134
0.0,120,324.989897
1.0,148,325.154932
1.0,148,325.317844
3.0,223,325.5606
1.0,149,325.724573
3.0,223,325.968989
2.0,195,326.18077
1.0,148,326.34426
0.0,120,326.478137
0.0,120,326.613057
0.0,120,326.747069
3.0,210,326.977945
3.0,223,327.220357
2.0,195,327.433041
0.0,121,327.575306
1.0,148,327.742766
1.0,148,327.910742
1.0,149,328.084893
0.0,120,328.224463
1.0,148,328.392783
2.0,195,328.609215
1.0,148,328.778981
3.0,223,329.022912
2.0,195,329.238813
3.0,223,329.484065
0.0,120,329.698471
0.0,121,329.909097
2.0,195,330.124868
2.0,195,330.342668
0.0,120,330.481697
3.0,210,330.712692
1.0,148,330.878897
2.0,195,331.094593
0.0,120,331.233336
3.0,223,331.478679
0.0,120,331.615121
3.0,210,331.846826
3.0,223,332.096662
2.0,195,332.312954
3.0,243,332.578136
2.0,179,332.780034
3.0,224,333.03109
1.0,166,333.216962
3.0,224,333.464003
0.0,120,333.60214
3.0,210,333.841358
0.0,120,333.980418
0.0,120,334.117672
2.0,195,334.333654
2.0,195,334.552836
3.0,210,334.783946
0.0,120,334.920621
2.0,195,335.137362
2.0,196,335.35732
3.0,210,335.587974
2.0,196,335.804151
2.0,195,336.020069
3.0,207,336.252306
2.0,195,336.468275
2.0,196,336.684803
2.0,179,336.882643
4.0,254,337.165555
4.0,294,337.485272
0.0,120,337.621492
0.0,121,337.761117
2.0,196,337.9816
0.0,120,338.118004
0.0,120,338.255034
1.0,149,338.421782
1.0,148,338.594475
2.0,195,338.811337
0.0,120,338.948989
2.0,195,339.165049
2.0,179,339.373092
0.0,120,339.512674
4.0,293,339.834422
2.0,179,340.034288
3.0,224,340.284915
0.0,120,340.421166
2.0,195,340.637853
1.0,166,340.822053
0.0,120,340.961557
2.0,195,341.177344
4.0,293,341.497578
2.0,179,341.697103
0.0,120,341.836725
2.0,195,342.053258
3.0,210,342.285059
0.0,120,342.421245
3.0,225,342.673942
2.0,179,342.872613
4.0,275,343.171843
2.0,179,343.369552
0.0,120,343.504929
2.0,179,343.705001
0.0,121,343.84188
1.0,149,344.005913
0.0,120,344.14199
3.0,225,344.390978
0.0,120,344.528181
3.0,223,344.773818
0.0,120,344.912055
2.0,195,345.127714
0.0,121,345.265053
3.0,223,345.511964
2.0,195,345.728355
3.0,223,345.973992
3.0,223,346.221448
1.0,148,346.38864
3.0,224,346.634534
2.0,196,346.852331
0.0,120,346.989487
1.0,149,347.154826
1.0,170,347.344873
2.0,195,347.56245
2.0,195,347.779202
3.0,211,348.014533
1.0,148,348.184266
2.0,179,348.385258
1.0,149,348.553037
0.0,120,348.689796
3.0,244,348.963937
2.0,196,349.182485
3.0,225,349.432733
2.0,179,349.634349
3.0,210,349.870548
1.0,148,350.035134
0.0,120,350.17294
2.0,195,350.386505
2.0,195,350.602551
2.0,195,350.820214
0.0,120,350.95698
3.0,246,351.225301
0.0,120,351.36164
3.0,223,351.60934
0.0,120,351.746768
1.0,148,351.91441
2.0,179,352.118641
2.0,195,352.336734
0.0,120,352.473969
2.0,215,352.711011
3.0,223,352.96294
2.0,195,353.180144
0.0,120,353.31696
2.0,195,353.53521
1.0,149,353.705306
2.0,195,353.923061
2.0,179,354.123029
3.0,210,354.357777
0.0,120,354.498641
2.0,195,354.717348
4.0,293,355.04006
2.0,195,355.258797
3.0,223,355.508972
2.0,195,355.728356
3.0,242,355.998009
3.0,241,356.267304
0.0,120,356.413384
3.0,224,356.664572
2.0,195,356.883424
2.0,196,357.102096
2.0,179,357.304931
2.0,195,357.522881
3.0,210,357.759874
2.0,196,357.978563
1.0,149,358.150021
1.0,149,358.317996
2.0,177,358.51614
0.0,120,358.654114
2.0,179,358.858868
0.0,120,358.997219
2.0,195,359.217709
0.0,120,359.355046
1.0,148,359.525147
0.0,120,359.774571
2.0,195,360.058592
2.0,179,360.257925
3.0,210,360.497544
0.0,120,360.633198
2.0,196,360.850971
0.0,120,360.985831
2.0,179,361.190339
2.0,195,361.40696
3.0,245,361.678177
0.0,120,361.82121
2.0,179,362.033708
3.0,223,362.278412
0.0,120,362.41317
2.0,195,362.628036
3.0,223,362.875546
2.0,179,363.071783
3.0,223,363.316485
0.0,120,363.451287
0.0,120,363.587934
1.0,166,363.772329
1.0,148,363.937205
3.0,224,364.18253
2.0,195,364.397731
0.0,120,364.533123
3.0,223,364.778916
3.0,230,365.033363
3.0,210,365.268
0.0,120,365.403428
0.0,120,365.538665
3.0,210,365.771929
3.0,207,366.001213
0.0,120,366.136547
2.0,195,366.352301
0.0,120,366.487849
1.0,148,366.654994
2.0,179,366.85752
3.0,223,367.107654
3.0,210,367.344194
3.0,225,367.604346
1.0,149,367.777225
0.0,120,367.915961
0.0,120,368.05423
1.0,150,368.226743
2.0,195,368.446209
4.0,251,368.725203
2.0,195,368.942271
2.0,179,369.14806
1.0,149,369.317605
0.0,120,369.455268
2.0,179,369.658075
2.0,179,369.863638
3.0,225,370.11352
3.0,223,370.359852
0.0,120,370.494988
3.0,223,370.747164
2.0,195,370.964163
3.0,224,371.213964
0.0,120,371.352508
2.0,179,371.559245
2.0,179,371.762379
2.0,195,371.982022
0.0,121,372.120646
2.0,179,372.326468
2.0,179,372.524456
2.0,181,372.727142
0.0,121,372.865007
2.0,180,373.067816
2.0,179,373.267276
0.0,120,373.402802
1.0,149,373.568954
3.0,223,373.816431
3.0,210,374.047556
2.0,179,374.245948
4.0,293,374.564753
1.0,149,374.731993
2.0,179,374.931509
2.0,195,375.147892
1.0,148,375.312832
0.0,120,375.449133
2.0,179,375.647493
3.0,223,375.891268
2.0,177,376.087733
0.0,120,376.224386
2.0,196,376.440023
2.0,179,376.637271
2.0,195,376.853242
0.0,120,376.989681
0.0,120,377.125002
2.0,179,377.323967
2.0,179,377.522124
3.0,224,377.770362
2.0,179,377.967759
0.0,120,378.102848
3.0,223,378.349281
0.0,120,378.486063
2.0,195,378.701599
2.0,179,378.900139
1.0,149,379.065804
2.0,195,379.282661
4.0,293,379.604174
0.0,120,379.738951
0.0,120,379.874105
0.0,120,380.010389
3.0,223,380.258056
0.0,120,380.396629
2.0,178,380.595339
2.0,179,380.797743
4.0,290,381.113334
4.0,253,381.391941
2.0,195,381.605666
3.0,223,381.853018
2.0,196,382.069164
0.0,120,382.204105
3.0,210,382.436682
0.0,120,382.573375
0.0,121,382.708602
3.0,224,382.955959
2.0,179,383.154894
4.0,293,383.476463
3.0,210,383.70762
3.0,223,383.953338
3.0,223,384.198911
2.0,179,384.399935
0.0,120,384.534903
2.0,195,384.748897
2.0,179,384.947768
2.0,196,385.165386
3.0,210,385.398399
0.0,120,385.533607
2.0,195,385.748354
2.0,179,385.948763
3.0,223,386.194338
3.0,210,386.425799
2.0,195,386.64114
0.0,120,386.777668
3.0,224,387.023234
0.0,120,387.158344
3.0,223,387.406299
12.0,496,387.947696
3.0,224,388.194003
2.0,195,388.409495
0.0,120,388.544993
1.0,148,388.712241
6.0,301,389.041056
2.0,179,389.240092
1.0,166,389.424077
3.0,210,389.75072
2.0,196,390.057093
1.0,149,390.224425
0.0,120,390.365367
0.0,120,390.504133
2.0,179,390.704204
2.0,195,390.919181
3.0,210,391.152425
1.0,149,391.323431
2.0,177,391.520495
2.0,195,391.740476
2.0,195,391.957949
2.0,195,392.175964
2.0,195,392.393306
3.0,223,392.64289
3.0,210,392.881324
3.0,224,393.130379
3.0,223,393.378088
3.0,223,393.627969
1.0,149,393.794756
3.0,210,394.030506
0.0,120,394.166211
4.0,293,394.489921
2.0,196,394.710092
3.0,210,394.946185
3.0,210,395.181248
2.0,196,395.39887
2.0,195,395.618052
3.0,223,395.870486
3.0,223,396.120303
3.0,225,396.376867
3.0,210,396.615596
1.0,149,396.791047
3.0,224,397.041318
5.0,293,397.367896
0.0,121,397.507038
3.0,223,397.761179
3.0,225,398.013505
2.0,195,398.233302
0.0,120,398.371569
0.0,120,398.513856
3.0,210,398.748819
0.0,120,398.8866
2.0,178,399.088591
3.0,223,399.340211
0.0,120,399.478731
3.0,223,399.729636
2.0,179,399.932792
2.0,179,400.136427
2.0,179,400.334308
2.0,195,400.550937
3.0,223,400.797809
2.0,179,401.000128
2.0,195,401.215407
3.0,223,401.463268
3.0,223,401.710716
1.0,149,401.879738
3.0,210,402.114149
0.0,121,402.251284
1.0,148,402.418126
2.0,180,402.620803
0.0,120,402.75768
1.0,149,402.924634
2.0,195,403.142454
3.0,207,403.375849
2.0,195,403.591641
2.0,195,403.809201
2.0,179,404.009396
1.0,148,404.177659
2.0,196,404.395197
1.0,148,404.561753
3.0,225,404.810843
2.0,195,405.030417
0.0,120,405.165673
3.0,223,405.412463
3.0,223,405.657355
3.0,210,405.89427
0.0,120,406.030716
0.0,120,406.167163
3.0,210,406.400304
13.0,526,406.97805
0.0,120,407.113968
3.0,210,407.346038
3.0,223,407.5927
3.0,223,407.841493
2.0,196,408.058637
3.0,223,408.305676
0.0,120,408.441478
2.0,196,408.65963
2.0,179,408.857723
2.0,179,409.057378
2.0,195,409.273733
1.0,148,409.44071
1.0,148,409.60659
3.0,223,409.854702
2.0,195,410.070092
2.0,195,410.29126
2.0,195,410.50764
0.0,120,410.643434
2.0,195,410.860177
0.0,120,410.996851
2.0,195,411.211474
0.0,120,411.346864
3.0,210,411.580416
2.0,195,411.798136
3.0,210,412.030486
3.0,223,412.277658
2.0,195,412.494444
2.0,195,412.711401
3.0,247,412.985385
2.0,179,413.185594
0.0,120,413.321822
3.0,223,413.572183
2.0,195,413.786859
2.0,195,414.004013
1.0,166,414.190921
3.0,210,414.424367
6.0,363,414.822065
2.0,179,415.022407
0.0,121,415.158666
2.0,195,415.376376
0.0,120,415.51223
2.0,195,415.727457
2.0,195,415.944213
4.0,293,416.268948
3.0,225,416.519087
0.0,120,416.654706
0.0,120,416.790529
2.0,195,417.006981
2.0,218,417.248647
3.0,244,417.517743
2.0,179,417.718087
3.0,244,417.990452
3.0,223,418.235906
1.0,148,418.402282
0.0,120,418.538491
2.0,179,418.739786
2.0,195,418.956701
3.0,210,419.188966
2.0,179,419.389429
0.0,120,419.526959
0.0,120,419.745137
0.0,120,419.951059
2.0,179,420.155156
3.0,210,420.394415
2.0,195,420.613729
2.0,179,420.814537
4.0,293,421.136345
2.0,195,421.356856
0.0,120,421.495243
2.0,179,421.698905
3.0,210,421.934827
2.0,179,422.139744
0.0,121,422.278904
2.0,195,422.498738
3.0,224,422.751911
3.0,223,423.001811
2.0,177,423.20099
0.0,120,423.339545
1.0,166,423.526704
0.0,120,423.666391
0.0,120,423.804685
3.0,246,424.07947
2.0,195,424.299335
3.0,243,424.568231
3.0,223,424.818006
3.0,225,425.069777
0.0,122,425.210551
3.0,210,425.445016
3.0,223,425.694312
2.0,179,425.894696
2.0,195,426.114225
3.0,210,426.350548
3.0,223,426.599574
3.0,223,426.849266
1.0,148,427.017841
2.0,179,427.220082
2.0,196,427.439799
0.0,120,427.578098
0.0,120,427.716261
1.0,148,427.885138
2.0,179,428.08718
4.0,293,428.411513
0.0,121,428.552086
2.0,195,428.768404
3.0,208,429.002872
2.0,195,429.220062
3.0,224,429.470095
3.0,223,429.721753
4.0,272,430.025458
0.0,120,430.164475
0.0,120,430.303152
0.0,120,430.445864
2.0,195,430.666612
3.0,223,430.917247
2.0,179,431.120803
2.0,195,431.347468
3.0,223,431.600899
0.0,120,431.743649
2.0,179,431.94595
0.0,120,432.08805
3.0,244,432.360464
0.0,120,432.497561
2.0,195,432.717055
3.0,210,432.955632
3.0,209,433.189624
2.0,195,433.410838
0.0,120,433.54794
3.0,210,433.786453
2.0,196,434.004629
3.0,210,434.239298
0.0,120,434.375642
3.0,223,434.623155
0.0,120,434.76286
3.0,210,435.002113
2.0,196,435.223391
3.0,210,435.461025
2.0,196,435.68071
2.0,195,435.89874
4.0,293,436.223338
0.0,120,436.366315
3.0,244,436.637364
0.0,120,436.773766
2.0,195,436.991548
1.0,148,437.160633
2.0,196,437.379348
2.0,195,437.597935
2.0,179,437.799706
3.0,210,438.035152
0.0,120,438.171505
2.0,195,438.389452
2.0,198,438.609731
3.0,210,438.848703
3.0,210,439.082316
2.0,196,439.300858
3.0,223,439.54965
2.0,195,439.772785
2.0,195,439.990666
0.0,120,440.12682
2.0,197,440.346766
3.0,225,440.601019
2.0,195,440.819545
0.0,120,440.957237
3.0,225,441.207696
1.0,148,441.37646
4.0,255,441.660075
2.0,195,441.877841
2.0,196,442.096939
6.0,362,442.497032
2.0,195,442.71509
2.0,195,442.935659
2.0,179,443.135015
2.0,196,443.355909
3.0,243,443.627485
2.0,195,443.845831
2.0,195,444.063256
4.0,294,444.388602
2.0,179,444.590228
2.0,195,444.808683
3.0,210,445.041384
0.0,120,445.179716
2.0,195,445.397616
2.0,196,445.616435
2.0,179,445.817753
3.0,208,446.054377
0.0,120,446.190872
0.0,120,446.327381
3.0,210,446.560801
3.0,223,446.813636
2.0,179,447.015347
2.0,179,447.213836
1.0,148,447.380885
2.0,179,447.586933
0.0,120,447.726274
5.0,279,448.036389
2.0,182,448.239078
3.0,210,448.476726
3.0,210,448.710664
0.0,120,448.847448
3.0,225,449.099634
2.0,195,449.318975
2.0,215,449.559238
0.0,121,449.80338
3.0,223,450.113971
0.0,120,450.253267
2.0,179,450.460769
0.0,121,450.598305
0.0,120,450.736009
0.0,120,450.87403
2.0,179,451.074759
3.0,223,451.323318
3.0,210,451.556453
3.0,246,451.835079
3.0,210,452.072545
2.0,195,452.293876
2.0,179,452.497719
3.0,223,452.752632
2.0,196,452.974076
2.0,195,453.195324
2.0,196,453.416973
1.0,148,453.591231
0.0,121,453.731529
2.0,195,453.952697
0.0,120,454.091873
2.0,195,454.316037
3.0,223,454.567298
3.0,224,454.81915
1.0,149,454.99032
3.0,243,455.27238
4.0,259,455.562836
2.0,179,455.767201
0.0,120,455.906014
2.0,179,456.1128
3.0,210,456.349103
2.0,195,456.569223
2.0,195,456.789661
3.0,210,457.028109
2.0,196,457.248792
2.0,195,457.469124
2.0,195,457.689244
2.0,195,457.911188
3.0,224,458.160993
2.0,179,458.362567
1.0,149,458.534198
3.0,244,458.809511
2.0,196,459.030074
2.0,195,459.248134
2.0,195,459.468757
3.0,223,459.724662
2.0,195,459.945642
3.0,244,460.219268
1.0,149,460.389165
0.0,120,460.531945
3.0,210,460.768332
2.0,197,460.992587
2.0,178,461.196419
0.0,120,461.344114
2.0,195,461.568485
2.0,195,461.789018
2.0,196,462.010162
0.0,121,462.152756
2.0,195,462.374027
2.0,179,462.575304
2.0,195,462.79653
0.0,120,462.938273
0.0,120,463.07748
2.0,179,463.281124
0.0,121,463.420628
1.0,148,463.592969
2.0,179,463.796557
2.0,179,463.99957
4.0,294,464.32573
2.0,195,464.548697
2.0,195,464.768962
2.0,195,464.988403
2.0,196,465.209872
3.0,210,465.451517
4.0,293,465.778363
2.0,179,465.982208
1.0,149,466.152622
3.0,223,466.408406
0.0,120,466.547479
2.0,196,466.769824
4.0,259,467.063162
2.0,195,467.29042
3.0,210,467.528445
0.0,121,467.668192
6.0,322,468.027333
2.0,195,468.249328
2.0,195,468.469952
2.0,195,468.690329
2.0,195,468.911386
3.0,210,469.149676
2.0,179,469.353034
2.0,196,469.573973
2.0,179,469.779784
2.0,178,469.984793
2.0,195,470.205943
2.0,195,470.425699
5.0,317,470.777242
3.0,223,471.030726
3.0,225,471.283471
2.0,179,471.488272
0.0,120,471.628775
2.0,195,471.852186
2.0,195,472.073391
3.0,210,472.312128
3.0,210,472.549328
2.0,179,472.757468
0.0,120,472.898033
3.0,210,473.137612
3.0,244,473.415238
2.0,196,473.644368
2.0,195,473.865075
0.0,120,474.003173
2.0,195,474.22406
2.0,179,474.431293
2.0,196,474.652369
0.0,120,474.7911
2.0,177,474.991192
3.0,223,475.245261
3.0,223,475.493685
0.0,120,475.632211
2.0,195,475.852818
2.0,196,476.076866
2.0,195,476.297382
0.0,120,476.436155
2.0,196,476.657151
2.0,195,476.880697
2.0,179,477.082179
2.0,195,477.302285
3.0,223,477.554228
1.0,149,477.728502
3.0,210,477.96798
3.0,210,478.204041
2.0,195,478.425251
3.0,210,478.665584
2.0,196,478.887044
3.0,210,479.127392
0.0,120,479.270183
1.0,149,479.446185
3.0,210,479.784155
1.0,148,480.017893
2.0,195,480.239651
2.0,195,480.465533
3.0,223,480.714755
0.0,120,480.852081
2.0,195,481.070697
0.0,120,481.211451
2.0,179,481.411115
0.0,120,481.548023
3.0,210,481.786182
0.0,120,481.926446
6.0,326,482.286568
2.0,195,482.504779
0.0,120,482.64181
4.0,289,482.964438
2.0,195,483.183355
2.0,195,483.401658
2.0,195,483.620232
0.0,120,483.759353
3.0,210,483.993188
2.0,195,484.211772
2.0,196,484.430838
0.0,121,484.569736
3.0,210,484.805759
0.0,120,484.942861
5.0,365,485.345529
3.0,225,485.59805
2.0,195,485.816638
2.0,196,486.036097
2.0,179,486.237353
2.0,195,486.456179
2.0,195,486.674412
0.0,120,486.811202
3.0,245,487.082934
3.0,225,487.336936
3.0,223,487.584137
4.0,293,487.910305
1.0,166,488.096474
0.0,120,488.234933
1.0,149,488.403367
1.0,148,488.571053
3.0,210,488.807025
0.0,120,488.945261
5.0,336,489.316725
0.0,120,489.453746
2.0,196,489.672984
3.0,223,489.924659
0.0,120,490.06271
0.0,120,490.199676
1.0,148,490.366742
2.0,195,490.585365
0.0,120,490.722694
3.0,210,490.958786
2.0,195,491.178079
3.0,224,491.429406
3.0,223,491.677447
2.0,195,491.895728
0.0,121,492.034662
2.0,195,492.2539
2.0,196,492.473202
2.0,178,492.675708
2.0,195,492.891731
0.0,120,493.0299
0.0,120,493.166606
4.0,294,493.491745
2.0,195,493.710786
2.0,195,493.929306
0.0,120,494.065469
2.0,195,494.283432
3.0,210,494.518705
0.0,120,494.656072
3.0,210,494.889381
2.0,195,495.108991
3.0,210,495.341815
0.0,120,495.479332
3.0,223,495.727823
2.0,195,495.945131
2.0,195,496.162891
2.0,179,496.363861
7.0,414,496.82028
1.0,148,496.987581
1.0,149,497.15639
2.0,195,497.376907
2.0,195,497.595436
0.0,120,497.732538
0.0,120,497.86952
3.0,223,498.118412
2.0,179,498.332641
2.0,195,498.630778
0.0,120,498.78388
2.0,195,499.019777
3.0,210,499.26173
2.0,196,499.487857
1.0,148,499.658438
0.0,120,499.797983
1.0,149,499.966934
2.0,195,500.189136
2.0,179,500.393999
2.0,177,500.597136
0.0,120,500.736876
2.0,196,500.957732
4.0,260,501.251057
3.0,210,501.494542
0.0,120,501.634662
3.0,224,501.884977
4.0,293,502.211273
1.0,149,502.382442
0.0,120,502.52386
0.0,120,502.66753
3.0,210,502.914723
3.0,210,503.159017
2.0,179,503.367384
3.0,225,503.623572
3.0,210,503.861322
3.0,223,504.114439
3.0,223,504.367712
2.0,195,504.590019
2.0,178,504.79351
1.0,148,504.966658
1.0,148,505.133789
3.0,223,505.381389
2.0,195,505.599505
